miRNA_Name,k-mer_vector_1,k-mer_vector_2,k-mer_vector_3,k-mer_vector_4,k-mer_vector_5,k-mer_vector_6,k-mer_vector_7,k-mer_vector_8,k-mer_vector_9,k-mer_vector_10,k-mer_vector_11,k-mer_vector_12,k-mer_vector_13,k-mer_vector_14,k-mer_vector_15,k-mer_vector_16,k-mer_vector_17,k-mer_vector_18,k-mer_vector_19,k-mer_vector_20,k-mer_vector_21,k-mer_vector_22,k-mer_vector_23,k-mer_vector_24,k-mer_vector_25,k-mer_vector_26,k-mer_vector_27,k-mer_vector_28,k-mer_vector_29,k-mer_vector_30,k-mer_vector_31,k-mer_vector_32,k-mer_vector_33,k-mer_vector_34,k-mer_vector_35,k-mer_vector_36,k-mer_vector_37,k-mer_vector_38,k-mer_vector_39,k-mer_vector_40,k-mer_vector_41,k-mer_vector_42,k-mer_vector_43,k-mer_vector_44,k-mer_vector_45,k-mer_vector_46,k-mer_vector_47,k-mer_vector_48,k-mer_vector_49,k-mer_vector_50,k-mer_vector_51,k-mer_vector_52,k-mer_vector_53,k-mer_vector_54,k-mer_vector_55,k-mer_vector_56,k-mer_vector_57,k-mer_vector_58,k-mer_vector_59,k-mer_vector_60,k-mer_vector_61,k-mer_vector_62,k-mer_vector_63,k-mer_vector_64
298,0,0.05,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0.1
299,0,0,0.047619048,0,0,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.095238095,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0.095238095,0,0.047619048
300,0,0,0.047619048,0,0,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0.095238095,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0.095238095,0,0.047619048,0.047619048,0.047619048
301,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0.066666667,0,0,0,0.066666667,0,0.066666667,0,0.066666667,0.066666667,0.066666667
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0.157894737,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.105263158,0.157894737,0,0,0.052631579,0
303,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0.047619048,0,0.047619048,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.095238095,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0
304,0.095238095,0.047619048,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0
305,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0.05,0.05,0.05,0,0,0,0.05,0.1,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0.05,0,0.05,0.05,0.1
307,0.05,0.05,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0
308,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0,0,0.1,0,0.05,0.05,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0.1,0.05,0.05,0.05,0,0.05
309,0.05,0.05,0,0,0.1,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0,0,0
310,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.1,0,0,0,0,0,0.05,0,0.1,0.05,0,0,0,0.1,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0.05,0.05,0,0.05,0.05
311,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0.05,0.05,0,0,0.05
312,0.047619048,0.047619048,0,0,0.095238095,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0,0
313,0.05,0.05,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0.1,0.05,0,0.05,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0
314,0,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0.05,0,0.1
315,0.05,0.05,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0.05,0.05,0,0,0.05,0
316,0,0,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0.105263158,0,0,0.105263158,0,0.105263158,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0
317,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0.157894737,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.105263158,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0
318,0,0,0.05,0,0.05,0,0,0,0.1,0.05,0.05,0,0,0,0.05,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0
319,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0.047619048,0.095238095,0.047619048,0.095238095,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0,0,0.095238095,0.047619048,0,0,0.047619048,0
320,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0.105263158,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0
321,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0,0,0.095238095,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0.095238095,0,0,0,0,0
322,0.15,0.1,0.05,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0
323,0.095238095,0,0.047619048,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0.095238095,0,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0
324,0,0.047619048,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0.176470588,0,0,0,0.058823529,0,0.176470588,0.058823529,0.117647059,0.058823529,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0
326,0.05,0,0.05,0,0,0.05,0,0,0.1,0,0.05,0,0.15,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0
327,0.05,0,0.05,0.05,0,0,0,0,0.1,0,0.05,0,0.05,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0.090909091,0.045454545,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0.045454545,0,0,0,0.045454545,0.045454545,0.090909091,0.090909091,0,0,0.136363636,0.045454545,0,0,0,0,0,0,0,0,0.090909091,0,0.045454545,0.045454545,0,0,0.045454545,0
329,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0.095238095,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,0.047619048,0.238095238,0,0,0.047619048,0.047619048
330,0,0,0,0,0,0,0,0,0.052631579,0,0.105263158,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0.157894737,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0
331,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0.052631579,0.052631579,0.157894737,0.105263158,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0.105263158,0,0,0,0,0
332,0,0,0,0.1,0,0,0,0,0.05,0,0.05,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0.1,0,0,0,0.05,0.05,0.05,0,0.1,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0
333,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0.095238095,0,0.142857143,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048
334,0,0,0.05,0,0,0,0,0,0.1,0.05,0.05,0.05,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.1,0,0.05,0,0,0,0.1,0,0.15,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0
335,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0.142857143,0,0.047619048,0,0.047619048,0,0,0,0,0,0.095238095,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0.095238095,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0
336,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0.095238095,0,0.19047619,0.047619048,0.047619048,0,0.047619048,0,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0
337,0.1,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0.05,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0.1,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0
338,0.05,0,0.05,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0.05,0,0.05,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,0,0,0.05
339,0.05,0,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0.05,0,0.05
340,0,0,0,0,0.066666667,0,0,0,0.066666667,0,0,0.133333333,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.066666667,0,0.066666667,0,0,0.066666667,0,0,0.066666667,0,0,0,0,0,0.066666667,0,0
341,0.1,0,0.05,0.05,0,0,0,0,0,0,0.2,0,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.05,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0.142857143,0.047619048,0,0.095238095,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0
343,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0.105263158,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.066666667,0,0,0.066666667,0.133333333,0,0,0,0,0,0,0,0,0.066666667,0,0.066666667,0.133333333,0,0.066666667,0.133333333,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0.117647059,0,0,0,0,0.058823529,0,0,0.117647059,0,0,0,0.058823529,0.058823529,0.117647059,0.058823529,0.117647059,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0.058823529,0,0,0.058823529,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0,0.2,0,0,0,0,0.05,0,0,0.05,0,0.05,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.15,0.1,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0,0,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0.045454545,0.045454545,0,0,0,0,0.045454545,0,0.045454545,0,0.045454545,0.090909091,0,0,0.045454545,0,0.045454545,0,0.045454545,0.090909091,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0,0,0,0,0,0,0.090909091
348,0,0,0.095238095,0,0,0,0,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0.095238095,0,0.095238095,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0,0
349,0,0,0,0,0,0,0.052631579,0,0.105263158,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0.105263158,0.052631579,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0.055555556,0.055555556,0,0,0,0,0.055555556,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0.111111111,0.055555556,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.111111111,0,0,0,0.055555556,0
351,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0.047619048,0.047619048,0.047619048,0.047619048,0.095238095,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0.047619048,0.047619048
352,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0.095238095,0,0.047619048,0.047619048,0.047619048,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.095238095,0.047619048,0,0,0.047619048,0
353,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0.1,0,0,0,0.1,0.05,0,0,0.05,0,0.1,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0.05,0.05,0,0,0,0,0,0
354,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.105263158,0,0,0,0,0,0,0.052631579,0.105263158,0,0.157894737,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.105263158,0,0.052631579,0.052631579,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0,0,0.133333333,0.133333333,0,0,0,0,0,0,0,0,0,0,0.133333333,0.066666667,0,0,0.066666667,0.133333333,0.066666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.0625,0,0,0.125,0,0,0.0625,0,0,0,0,0,0,0.0625,0.0625,0.0625,0,0,0.1875,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.1,0,0,0,0,0,0.15,0,0.1,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.15,0,0,0,0,0
358,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0.15,0.05,0,0,0.1
359,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0,0,0.1,0,0,0.05,0,0.1,0
360,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0.05,0
361,0.1,0,0.05,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0.05,0.05,0,0.05,0.1,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0
362,0.111111111,0,0.055555556,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0.111111111,0,0,0,0,0.055555556,0,0,0.111111111,0.111111111,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0,0,0,0.055555556,0
363,0.117647059,0,0.058823529,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0.117647059,0,0,0,0,0.058823529,0.058823529,0,0.058823529,0.058823529,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.058823529,0,0.058823529,0,0,0,0.058823529,0
364,0,0,0,0,0.105263158,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0.105263158,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0.1,0,0.05,0.1,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0.1,0,0,0.05,0,0
366,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0.095238095,0,0.047619048,0.095238095,0.095238095,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0
367,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0.095238095,0.142857143,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.142857143,0.047619048,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0.1,0,0.1,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0.05,0.05,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0.055555556,0,0.166666667,0,0,0,0,0,0.111111111,0.055555556,0.055555556,0,0,0,0,0,0.055555556,0,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.055555556,0,0,0.055555556,0,0,0.055555556,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.1,0,0,0,0.05,0,0.1,0.1,0.05,0,0,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.1,0,0.05,0.05,0,0,0.05,0,0
371,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0.05
